symbol,date,price
AMZN,Feb 2013,64.79
AMZN,Mar 2013,73.44
AMZN,Apr 2013,80.52
AMZN,May 2013,77.99
AMZN,Jun 2013,83.66
AMZN,Jul 2013,85.76
AMZN,Aug 2013,81.19
AMZN,Sep 2013,93.36
AMZN,Oct 2013,118.81
AMZN,Nov 2013,135.91
AMZN,Dec 2013,134.52
AMZN,Jan 2014,125.41
AMZN,Feb 2014,118.4
AMZN,Mar 2014,128.82
IBM,Jan 2004,100.52
IBM,Feb 2004,92.11
IBM,Mar 2004,106.11
IBM,Apr 2004,99.95
IBM,May 2004,96.31
IBM,Jun 2004,98.33
IBM,Jul 2004,100.74
IBM,Aug 2004,118.62
IBM,Sep 2004,101.19
IBM,Oct 2004,88.5
IBM,Nov 2004,84.12
IBM,Dec 2004,76.47
IBM,Jan 2005,100.76
IBM,Feb 2005,89.98
IBM,Mar 2005,86.63
IBM,Apr 2005,103.7
IBM,May 2005,100.82
IBM,Jun 2005,102.35
IBM,Jul 2005,94.87
IBM,Aug 2005,90.25
IBM,Sep 2005,82.82
IBM,Oct 2005,97.58
IBM,Nov 2005,104.5
IBM,Dec 2005,109.36
IBM,Jan 2006,97.54
IBM,Feb 2006,88.82
IBM,Mar 2006,94.15
IBM,Apr 2006,75.82
IBM,May 2006,72.97
IBM,Jun 2006,65.31
IBM,Jul 2006,63.86
IBM,Aug 2006,68.52
IBM,Sep 2006,53.01
IBM,Oct 2006,71.76
IBM,Nov 2006,79.16
IBM,Dec 2006,70.58
IBM,Jan 2007,71.22
IBM,Feb 2007,71.13
IBM,Mar 2007,71.57
IBM,Apr 2007,77.47
IBM,May 2007,80.48
IBM,Jun 2007,75.42
IBM,Jul 2007,74.28
IBM,Aug 2007,75.12
IBM,Sep 2007,80.91
IBM,Oct 2007,81.96
IBM,Nov 2007,83.08
IBM,Dec 2007,85.05
IBM,Jan 2008,91.06
IBM,Feb 2008,88.7
IBM,Mar 2008,84.41
IBM,Apr 2008,81.04
IBM,May 2008,81.59
IBM,Jun 2008,81.19
IBM,Jul 2008,80.19
IBM,Aug 2008,78.17
IBM,Sep 2008,79.13
IBM,Oct 2008,82.84
IBM,Nov 2008,87.15
IBM,Dec 2008,91.16
IBM,Jan 2009,86.39
IBM,Feb 2009,85.78
IBM,Mar 2009,84.66
IBM,Apr 2009,70.77
IBM,May 2009,70.18
IBM,Jun 2009,68.93
IBM,Jul 2009,77.53
IBM,Aug 2009,75.07
IBM,Sep 2009,74.7
IBM,Oct 2009,76.25
IBM,Nov 2009,82.98
IBM,Dec 2009,76.73
IBM,Jan 2010,75.89
IBM,Feb 2010,75.09
IBM,Mar 2010,77.17
IBM,Apr 2010,77.05
IBM,May 2010,75.04
IBM,Jun 2010,72.15
IBM,Jul 2010,72.7
IBM,Aug 2010,76.35
IBM,Sep 2010,77.26
IBM,Oct 2010,87.06
IBM,Nov 2010,86.95
IBM,Dec 2010,91.9
IBM,Jan 2011,93.79
IBM,Feb 2011,88.18
IBM,Mar 2011,89.44
IBM,Apr 2011,96.98
IBM,May 2011,101.54
IBM,Jun 2011,100.25
IBM,Jul 2011,105.4
IBM,Aug 2011,111.54
IBM,Sep 2011,112.6
IBM,Oct 2011,111
IBM,Nov 2011,100.9
IBM,Dec 2011,103.7
IBM,Jan 2012,102.75
IBM,Feb 2012,109.64
IBM,Mar 2012,110.87
IBM,Apr 2012,116.23
IBM,May 2012,125.14
IBM,Jun 2012,114.6
IBM,Jul 2012,123.74
IBM,Aug 2012,118.16
IBM,Sep 2012,113.53
IBM,Oct 2012,90.24
IBM,Nov 2012,79.65
IBM,Dec 2012,82.15
IBM,Jan 2013,89.46
IBM,Feb 2013,90.32
IBM,Mar 2013,95.09
IBM,Apr 2013,101.29
IBM,May 2013,104.85
IBM,Jun 2013,103.01
IBM,Jul 2013,116.34
IBM,Aug 2013,117
IBM,Sep 2013,118.55
IBM,Oct 2013,119.54
IBM,Nov 2013,125.79
IBM,Dec 2013,130.32
IBM,Jan 2014,121.85
IBM,Feb 2014,127.16
IBM,Mar 2014,125.55
GOOG,Aug 2008,102.37
GOOG,Sep 2008,129.6
GOOG,Oct 2008,190.64
GOOG,Nov 2008,181.98
GOOG,Dec 2008,192.79
GOOG,Jan 2009,195.62
GOOG,Feb 2009,187.99
GOOG,Mar 2009,180.51
GOOG,Apr 2009,220
GOOG,May 2009,277.27
GOOG,Jun 2009,294.15
GOOG,Jul 2009,287.76
GOOG,Aug 2009,286
GOOG,Sep 2009,316.46
GOOG,Oct 2009,372.14
GOOG,Nov 2009,404.91
GOOG,Dec 2009,414.86
GOOG,Jan 2010,432.66
GOOG,Feb 2010,362.62
GOOG,Mar 2010,390
GOOG,Apr 2010,417.94
GOOG,May 2010,371.82
GOOG,Jun 2010,419.33
GOOG,Jul 2010,386.6
GOOG,Aug 2010,378.53
GOOG,Sep 2010,401.9
GOOG,Oct 2010,476.39
GOOG,Nov 2010,484.81
GOOG,Dec 2010,460.48
GOOG,Jan 2011,501.5
GOOG,Feb 2011,449.45
GOOG,Mar 2011,458.16
GOOG,Apr 2011,471.38
GOOG,May 2011,497.91
GOOG,Jun 2011,522.7
GOOG,Jul 2011,510
GOOG,Aug 2011,515.25
GOOG,Sep 2011,567.27
GOOG,Oct 2011,707
GOOG,Nov 2011,693
GOOG,Dec 2011,691.48
GOOG,Jan 2012,564.3
GOOG,Feb 2012,471.18
GOOG,Mar 2012,440.47
GOOG,Apr 2012,574.29
GOOG,May 2012,585.8
GOOG,Jun 2012,526.42
GOOG,Jul 2012,473.75
GOOG,Aug 2012,463.29
GOOG,Sep 2012,400.52
GOOG,Oct 2012,359.36
GOOG,Nov 2012,292.96
GOOG,Dec 2012,307.65
GOOG,Jan 2013,338.53
GOOG,Feb 2013,337.99
GOOG,Mar 2013,348.06
GOOG,Apr 2013,395.97
GOOG,May 2013,417.23
GOOG,Jun 2013,421.59
GOOG,Jul 2013,443.05
GOOG,Aug 2013,461.67
GOOG,Sep 2013,495.85
GOOG,Oct 2013,536.12
GOOG,Nov 2013,583
GOOG,Dec 2013,619.98
GOOG,Jan 2014,529.94
GOOG,Feb 2014,526.8
GOOG,Mar 2014,560.19
10 Year T-Note,Jan 2004,6.67
10 Year T-Note,Feb 2004,6.41
10 Year T-Note,Mar 2004,6.02
10 Year T-Note,Apr 2004,6.21
10 Year T-Note,May 2004,6.28
10 Year T-Note,Jun 2004,6.02
10 Year T-Note,Jul 2004,6.03
10 Year T-Note,Aug 2004,5.73
10 Year T-Note,Sep 2004,5.78
10 Year T-Note,Oct 2004,5.76
10 Year T-Note,Nov 2004,5.44
10 Year T-Note,Dec 2004,5.11
10 Year T-Note,Jan 2005,5.18
10 Year T-Note,Feb 2005,4.91
10 Year T-Note,Mar 2005,4.91
10 Year T-Note,Apr 2005,5.34
10 Year T-Note,May 2005,5.41
10 Year T-Note,Jun 2005,5.39
10 Year T-Note,Jul 2005,5.04
10 Year T-Note,Aug 2005,4.82
10 Year T-Note,Sep 2005,4.57
10 Year T-Note,Oct 2005,4.26
10 Year T-Note,Nov 2005,4.74
10 Year T-Note,Dec 2005,5.03
10 Year T-Note,Jan 2006,5.03
10 Year T-Note,Feb 2006,4.86
10 Year T-Note,Mar 2006,5.41
10 Year T-Note,Apr 2006,5.09
10 Year T-Note,May 2006,5.04
10 Year T-Note,Jun 2006,4.82
10 Year T-Note,Jul 2006,4.47
10 Year T-Note,Aug 2006,4.14
10 Year T-Note,Sep 2006,3.61
10 Year T-Note,Oct 2006,3.91
10 Year T-Note,Nov 2006,4.21
10 Year T-Note,Dec 2006,3.82
10 Year T-Note,Jan 2007,3.97
10 Year T-Note,Feb 2007,3.7
10 Year T-Note,Mar 2007,3.82
10 Year T-Note,Apr 2007,3.86
10 Year T-Note,May 2007,3.35
10 Year T-Note,Jun 2007,3.53
10 Year T-Note,Jul 2007,4.47
10 Year T-Note,Aug 2007,4.45
10 Year T-Note,Sep 2007,3.94
10 Year T-Note,Oct 2007,4.3
10 Year T-Note,Nov 2007,4.32
10 Year T-Note,Dec 2007,4.26
10 Year T-Note,Jan 2008,4.14
10 Year T-Note,Feb 2008,3.98
10 Year T-Note,Mar 2008,3.84
10 Year T-Note,Apr 2008,4.5
10 Year T-Note,May 2008,4.66
10 Year T-Note,Jun 2008,4.62
10 Year T-Note,Jul 2008,4.47
10 Year T-Note,Aug 2008,4.13
10 Year T-Note,Sep 2008,4.12
10 Year T-Note,Oct 2008,4.03
10 Year T-Note,Nov 2008,4.36
10 Year T-Note,Dec 2008,4.22
10 Year T-Note,Jan 2009,4.13
10 Year T-Note,Feb 2009,4.36
10 Year T-Note,Mar 2009,4.5
10 Year T-Note,Apr 2009,4.2
10 Year T-Note,May 2009,4.01
10 Year T-Note,Jun 2009,3.94
10 Year T-Note,Jul 2009,4.29
10 Year T-Note,Aug 2009,4.02
10 Year T-Note,Sep 2009,4.33
10 Year T-Note,Oct 2009,4.56
10 Year T-Note,Nov 2009,4.5
10 Year T-Note,Dec 2009,4.39
10 Year T-Note,Jan 2010,4.53
10 Year T-Note,Feb 2010,4.55
10 Year T-Note,Mar 2010,4.85
10 Year T-Note,Apr 2010,5.07
10 Year T-Note,May 2010,5.11
10 Year T-Note,Jun 2010,5.14
10 Year T-Note,Jul 2010,4.99
10 Year T-Note,Aug 2010,4.73
10 Year T-Note,Sep 2010,4.63
10 Year T-Note,Oct 2010,4.61
10 Year T-Note,Nov 2010,4.46
10 Year T-Note,Dec 2010,4.71
10 Year T-Note,Jan 2011,4.83
10 Year T-Note,Feb 2011,4.55
10 Year T-Note,Mar 2011,4.65
10 Year T-Note,Apr 2011,4.63
10 Year T-Note,May 2011,4.89
10 Year T-Note,Jun 2011,5.03
10 Year T-Note,Jul 2011,4.77
10 Year T-Note,Aug 2011,4.54
10 Year T-Note,Sep 2011,4.58
10 Year T-Note,Oct 2011,4.47
10 Year T-Note,Nov 2011,3.97
10 Year T-Note,Dec 2011,4.03
10 Year T-Note,Jan 2012,3.64
10 Year T-Note,Feb 2012,3.53
10 Year T-Note,Mar 2012,3.43
10 Year T-Note,Apr 2012,3.76
10 Year T-Note,May 2012,4.05
10 Year T-Note,Jun 2012,3.98
10 Year T-Note,Jul 2012,3.98
10 Year T-Note,Aug 2012,3.81
10 Year T-Note,Sep 2012,3.83
10 Year T-Note,Oct 2012,3.97
10 Year T-Note,Nov 2012,2.96
10 Year T-Note,Dec 2012,2.24
10 Year T-Note,Jan 2013,2.84
10 Year T-Note,Feb 2013,3.04
10 Year T-Note,Mar 2013,2.68
10 Year T-Note,Apr 2013,3.12
10 Year T-Note,May 2013,3.46
10 Year T-Note,Jun 2013,3.52
10 Year T-Note,Jul 2013,3.5
10 Year T-Note,Aug 2013,3.4
10 Year T-Note,Sep 2013,3.31
10 Year T-Note,Oct 2013,3.39
10 Year T-Note,Nov 2013,3.2
10 Year T-Note,Dec 2013,3.84
10 Year T-Note,Jan 2014,3.61
10 Year T-Note,Feb 2014,3.6
10 Year T-Note,Mar 2014,3.7
AAPL,Jan 2004,25.94
AAPL,Feb 2004,28.66
AAPL,Mar 2004,33.95
AAPL,Apr 2004,31.01
AAPL,May 2004,21
AAPL,Jun 2004,26.19
AAPL,Jul 2004,25.41
AAPL,Aug 2004,30.47
AAPL,Sep 2004,12.88
AAPL,Oct 2004,9.78
AAPL,Nov 2004,8.25
AAPL,Dec 2004,7.44
AAPL,Jan 2005,10.81
AAPL,Feb 2005,9.12
AAPL,Mar 2005,11.03
AAPL,Apr 2005,12.74
AAPL,May 2005,9.98
AAPL,Jun 2005,11.62
AAPL,Jul 2005,9.4
AAPL,Aug 2005,9.27
AAPL,Sep 2005,7.76
AAPL,Oct 2005,8.78
AAPL,Nov 2005,10.65
AAPL,Dec 2005,10.95
AAPL,Jan 2006,12.36
AAPL,Feb 2006,10.85
AAPL,Mar 2006,11.84
AAPL,Apr 2006,12.14
AAPL,May 2006,11.65
AAPL,Jun 2006,8.86
AAPL,Jul 2006,7.63
AAPL,Aug 2006,7.38
AAPL,Sep 2006,7.25
AAPL,Oct 2006,8.03
AAPL,Nov 2006,7.75
AAPL,Dec 2006,7.16
AAPL,Jan 2007,7.18
AAPL,Feb 2007,7.51
AAPL,Mar 2007,7.07
AAPL,Apr 2007,7.11
AAPL,May 2007,8.98
AAPL,Jun 2007,9.53
AAPL,Jul 2007,10.54
AAPL,Aug 2007,11.31
AAPL,Sep 2007,10.36
AAPL,Oct 2007,11.44
AAPL,Nov 2007,10.45
AAPL,Dec 2007,10.69
AAPL,Jan 2008,11.28
AAPL,Feb 2008,11.96
AAPL,Mar 2008,13.52
AAPL,Apr 2008,12.89
AAPL,May 2008,14.03
AAPL,Jun 2008,16.27
AAPL,Jul 2008,16.17
AAPL,Aug 2008,17.25
AAPL,Sep 2008,19.38
AAPL,Oct 2008,26.2
AAPL,Nov 2008,33.53
AAPL,Dec 2008,32.2
AAPL,Jan 2009,38.45
AAPL,Feb 2009,44.86
AAPL,Mar 2009,41.67
AAPL,Apr 2009,36.06
AAPL,May 2009,39.76
AAPL,Jun 2009,36.81
AAPL,Jul 2009,42.65
AAPL,Aug 2009,46.89
AAPL,Sep 2009,53.61
AAPL,Oct 2009,57.59
AAPL,Nov 2009,67.82
AAPL,Dec 2009,71.89
AAPL,Jan 2010,75.51
AAPL,Feb 2010,68.49
AAPL,Mar 2010,62.72
AAPL,Apr 2010,70.39
AAPL,May 2010,59.77
AAPL,Jun 2010,57.27
AAPL,Jul 2010,67.96
AAPL,Aug 2010,67.85
AAPL,Sep 2010,76.98
AAPL,Oct 2010,81.08
AAPL,Nov 2010,91.66
AAPL,Dec 2010,84.84
AAPL,Jan 2011,85.73
AAPL,Feb 2011,84.61
AAPL,Mar 2011,92.91
AAPL,Apr 2011,99.8
AAPL,May 2011,121.19
AAPL,Jun 2011,122.04
AAPL,Jul 2011,131.76
AAPL,Aug 2011,138.48
AAPL,Sep 2011,153.47
AAPL,Oct 2011,189.95
AAPL,Nov 2011,182.22
AAPL,Dec 2011,198.08
AAPL,Jan 2012,135.36
AAPL,Feb 2012,125.02
AAPL,Mar 2012,143.5
AAPL,Apr 2012,173.95
AAPL,May 2012,188.75
AAPL,Jun 2012,167.44
AAPL,Jul 2012,158.95
AAPL,Aug 2012,169.53
AAPL,Sep 2012,113.66
AAPL,Oct 2012,107.59
AAPL,Nov 2012,92.67
AAPL,Dec 2012,85.35
AAPL,Jan 2013,90.13
AAPL,Feb 2013,89.31
AAPL,Mar 2013,105.12
AAPL,Apr 2013,125.83
AAPL,May 2013,135.81
AAPL,Jun 2013,142.43
AAPL,Jul 2013,163.39
AAPL,Aug 2013,168.21
AAPL,Sep 2013,185.35
AAPL,Oct 2013,188.5
AAPL,Nov 2013,199.91
AAPL,Dec 2013,210.73
AAPL,Jan 2014,192.06
AAPL,Feb 2014,204.62
AAPL,Mar 2014,223.02
